Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
Barbados,1995,262309,3785,19603,59917,102632,173318,202389,190364,3829,15818,19768,20546,20381,44321,45843,33580,20302,17393,14041,5997,531,3
Barbados,1996,262808,3719,19232,59586,101347,174068,203219,191419,3744,15513,19842,20512,19878,43550,45806,34931,20924,17584,13892,6102,552,3
Barbados,1997,263234,3689,18825,59174,99968,174816,204056,192336,3675,15136,20038,20311,19610,42759,45534,36150,21623,17840,13761,6211,568,4
Barbados,1998,263647,3717,18526,58686,98724,175591,204956,193080,3648,14809,20191,19969,19587,42028,45058,37208,22466,18038,13682,6298,591,5
Barbados,1999,264181,3834,18471,58300,97817,176377,205876,193722,3686,14637,20102,19727,19684,41328,44387,38166,23509,18084,13750,6351,617,5
Barbados,2000,264663,3784,18523,57911,96932,177094,206747,194512,3817,14739,19702,19686,19800,40469,43599,39193,24677,18078,13944,6351,636,5
Barbados,2001,265384,3667,18566,57477,96202,178068,207901,195861,3784,14899,19123,19788,19913,39657,43024,40252,25917,18066,14127,6301,644,6
Barbados,2002,266467,3670,18621,57178,95815,179192,209282,197557,3671,14951,18604,19953,19829,39082,42746,41116,27233,18040,14321,6262,653,7
Barbados,2003,267509,3638,18602,56942,95477,180274,210559,199134,3667,14964,18333,20007,19475,38788,42419,41762,28525,18172,14493,6260,665,8
Barbados,2004,268514,3605,18453,56614,95140,181507,211892,200566,3628,14848,18372,19789,19185,38686,41900,42241,29801,18572,14581,6251,675,8
Barbados,2005,269489,3562,18252,56126,94826,182838,213354,201853,3592,14690,18554,19320,19119,38574,41372,42472,31134,19086,14659,6247,691,9
Barbados,2006,270436,3523,18054,55571,94488,184214,214856,203040,3546,14531,18743,18774,19211,38465,40860,42493,32410,19662,14769,6275,711,9
Barbados,2007,271460,3582,17924,55161,94045,185455,216290,204304,3506,14342,18890,18347,19379,38321,40384,42333,33543,20329,14922,6341,738,9
Barbados,2008,272647,3744,18018,55128,93616,186292,217510,205688,3579,14274,18932,18178,19472,38101,40023,42057,34495,21171,14999,6428,764,9
Barbados,2009,273801,3679,18121,55272,93221,186731,218520,207113,3765,14442,18867,18284,19297,37962,39717,41672,35373,22183,14989,6543,784,9
Barbados,2010,274717,3404,17990,55184,92690,187191,219524,208556,3692,14586,18616,18578,18907,38051,39325,41250,36390,23165,14992,6656,788,9
Barbados,2011,275501,3256,17718,54846,92087,187806,220646,209901,3398,14462,18250,18878,18489,38261,38834,40985,37483,24091,15015,6707,781,9
Barbados,2012,276207,3196,17308,54372,91554,188321,221826,211058,3250,14112,18037,19027,18166,38277,38418,40883,38385,25095,15051,6775,776,9
Barbados,2013,276873,3143,16664,53787,91071,188758,223077,212155,3190,13521,18101,19022,18074,37980,38222,40737,39069,26119,15250,6838,788,9
Barbados,2014,277501,3099,16066,53096,90443,189159,224395,213279,3137,12967,18142,18888,18219,37588,38090,40431,39610,27159,15664,6832,802,10
Barbados,2015,278095,3065,15727,52290,89590,189549,225795,214475,3092,12662,17964,18599,18519,37224,37919,40083,39921,28348,16096,6867,818,10
Barbados,2016,278660,3042,15513,51442,88621,189962,227207,215720,3059,12471,17696,18233,18816,36959,37779,39696,40064,29580,16500,6974,839,11
Barbados,2017,279199,3030,15350,50658,87666,190186,228529,217014,3038,12320,17286,18022,18965,36902,37596,39305,40087,30686,17001,7122,865,12
Barbados,2018,279702,3023,15230,49960,86872,190148,229728,218364,3025,12207,16644,18086,18960,37010,37342,39013,40014,31633,17654,7212,890,14
Barbados,2019,280193,3020,15153,49326,86252,189888,230852,219724,3018,12133,16046,18127,18829,37074,37219,38755,39813,32551,18452,7242,917,15
Barbados,2020,280704,3019,15108,48765,85718,189390,231924,221027,3015,12089,15709,17948,18547,37046,37336,38397,39484,33571,19286,7311,946,15
Barbados,2021,281204,3018,15084,48259,85159,188748,232930,222224,3014,12066,15496,17679,18186,36952,37557,37923,39238,34617,20105,7393,959,15
Belarus,1950,7906861,156538,741346,2213997,3792710,5041431,5692510,5223227,154280,584808,638003,834648,785911,1370524,909959,990631,675182,557301,307313,83885,11804,354
Belarus,1951,7879090,158743,781808,2227397,3808393,5025850,5651305,5180664,157796,623065,619341,826248,777419,1422546,876462,969183,675717,545246,291665,81117,11950,388
Belarus,1952,7875526,164904,816362,2239906,3820653,5027913,5635205,5156093,159791,651458,624581,798963,780099,1461537,857450,948522,681735,536281,279006,78600,11975,415
Belarus,1953,7893242,171467,843135,2251435,3831662,5046750,5641377,5149778,165643,671668,654231,754069,791674,1488130,854769,928239,690955,529952,269518,76293,11847,430
Belarus,1954,7927676,177351,863462,2265756,3843193,5075298,5661493,5161741,171938,686111,700023,702271,803030,1505546,870930,905576,701941,525982,262851,74080,11557,427
Belarus,1955,7976362,182665,884308,2289913,3855860,5103415,5686043,5191956,177677,701643,747532,658073,804560,1515460,905955,878874,714405,523779,259507,72307,11196,406
Belarus,1956,8037361,187447,907434,2327803,3871957,5126728,5709163,5237216,182888,719987,788267,632102,790345,1519550,958336,849519,727899,521954,259654,71134,10772,395
Belarus,1957,8109537,191561,929491,2381625,3894167,5144349,5727498,5290176,187717,737930,821121,631013,757271,1520099,1025297,819711,741707,520671,262100,70383,10259,414
Belarus,1958,8194568,194813,949732,2450608,3921383,5156488,5743492,5345148,191987,754919,844928,655948,707535,1518981,1100119,791508,755347,522838,266493,70752,9919,468
Belarus,1959,8288642,196769,967447,2528579,3949988,5166451,5759527,5395436,195387,770678,861978,699154,652015,1513767,1174472,768302,768452,528968,272037,71724,9790,536
Belarus,1960,8389186,197190,981141,2607010,3977311,5180130,5781591,5437712,197575,783951,880209,745660,605236,1498580,1243448,753224,780737,538132,279276,73125,9833,585
Belarus,1961,8495750,196267,989525,2677589,4000556,5204876,5817551,5473580,198264,793258,902085,785979,578165,1472473,1303235,748246,791516,551016,287882,74984,10034,610
Belarus,1962,8599863,192433,990111,2731872,4015381,5243849,5867385,5503205,197500,797678,924183,817578,577837,1436044,1349897,754576,800377,567004,295206,76291,10153,606
Belarus,1963,8694987,183800,979068,2762955,4018369,5295869,5931457,5533343,193871,795268,944666,839221,604791,1389615,1382954,773815,806891,584248,301622,77390,10131,575
Belarus,1964,8779748,170840,953415,2770075,4011166,5357212,6009138,5574497,185575,782575,961866,854794,650012,1336668,1405278,807951,808905,602694,308526,78992,10112,535
Belarus,1965,8854532,158851,915585,2762877,4001705,5418865,6091162,5630608,172990,756734,974348,872944,696943,1283183,1420064,856969,804192,622320,315791,81554,10146,493
Belarus,1966,8921804,151355,871806,2748379,3998272,5478032,6172973,5700377,161287,720451,981280,895293,735468,1234022,1430679,919913,793026,642491,322249,84976,10149,452
Belarus,1967,8985775,147119,828122,2726866,4006532,5539410,6258487,5780532,153964,681003,980776,917968,764077,1193485,1438698,994407,777846,662714,328314,88813,10133,422
Belarus,1968,9047806,144641,790398,2698886,4027351,5605088,6348522,5862565,149820,645757,969748,938740,783466,1165775,1442483,1074808,761418,682076,335784,92569,10143,398
Belarus,1969,9108449,142428,762643,2663678,4055411,5676140,6444390,5944746,147381,620215,945489,955546,799038,1153061,1438514,1154156,747098,700296,345759,96266,10202,381
Belarus,1970,9170790,143363,747006,2623879,4084932,5752577,6546544,6030516,145182,603643,909821,967052,819134,1153720,1424135,1226973,737036,717239,357725,100279,10303,367
Belarus,1971,9236772,146499,741350,2582888,4109089,5833661,6653535,6121568,145792,594851,868305,973233,843665,1169517,1399532,1288495,733847,732239,371806,104086,10348,349
Belarus,1972,9303947,147111,740227,2539471,4120298,5918754,6764145,6219207,148465,593116,826453,972791,867842,1206190,1364754,1333914,741279,744924,387839,107084,10319,331
Belarus,1973,9369577,145462,740008,2492166,4116001,6005734,6877101,6323111,148826,594546,789654,962504,889463,1263778,1321393,1361926,761429,754487,404501,109812,10312,310
Belarus,1974,9435594,145649,741450,2443837,4102358,6092787,6991469,6431035,146984,595801,762991,939396,906132,1336511,1274344,1376894,794948,758005,421746,112547,10342,288
Belarus,1975,9500735,146270,742369,2395586,4087847,6178638,7104881,6539738,146950,596099,748593,904624,917146,1414937,1227543,1386506,841885,752053,439175,115179,10457,268
Belarus,1976,9564385,146696,741300,2348435,4074060,6262994,7215702,6648570,147351,594604,743571,863564,923965,1486742,1184652,1396681,902693,736611,456142,117512,10704,248
Belarus,1977,9628882,148945,741956,2306533,4059386,6344909,7322119,6757106,147611,593011,743348,821229,925790,1544416,1151989,1406030,975088,715901,472205,119716,10984,230
Belarus,1978,9693322,151204,746573,2273955,4042736,6421059,7419149,6863968,149734,595369,744286,783096,918688,1588860,1133365,1409884,1052186,695220,486849,122875,11222,218
Belarus,1979,9756258,153224,753325,2255059,4022055,6488381,7500985,6966918,151938,600101,745347,756387,898820,1624495,1129622,1404579,1126431,677798,500373,127424,11443,214
Belarus,1980,9817256,155161,761608,2249545,3997008,6549310,7567501,7063049,153762,606447,744957,742980,866832,1659419,1137369,1388961,1192682,664305,513162,133020,11751,210
Belarus,1981,9877123,157178,771549,2253365,3971255,6609457,7623558,7148679,155463,614371,743276,738540,828200,1694898,1156489,1364584,1246090,657413,524415,139429,12040,200
Belarus,1982,9938940,160304,782422,2265066,3947454,6668975,7673683,7221096,157383,622118,743515,739129,788242,1724784,1195121,1328727,1282067,662298,533763,146439,12242,191
Belarus,1983,10004049,164956,795340,2284883,3927008,6723405,7718983,7280469,160418,630384,748336,741207,752509,1743528,1255228,1282543,1298861,680482,540034,153370,12428,183
Belarus,1984,10069354,167969,809263,2308214,3908804,6771202,7760964,7329626,164934,641294,755563,743388,728323,1744571,1329830,1234083,1301139,709906,540668,159883,12561,176
Belarus,1985,10133217,167515,821160,2329446,3889380,6814858,7803599,7372723,167804,653645,764235,744051,717470,1728159,1409295,1185705,1300155,750062,533726,166310,12717,172
Belarus,1986,10201675,170174,833801,2352060,3873376,6854466,7849444,7413801,167238,663627,774735,743524,715471,1701999,1480423,1140601,1303405,802328,519544,172731,12942,171
Belarus,1987,10270610,169494,842514,2373831,3860623,6884827,7896608,7455575,169716,673020,786163,745154,718605,1669611,1535733,1106701,1307508,864535,501847,178848,13220,171
Belarus,1988,10333484,164909,841839,2392907,3851379,6901697,7940407,7497721,168868,676930,799144,751924,723615,1631932,1577469,1087369,1306154,930006,485342,184756,13764,170
Belarus,1989,10387611,160202,833359,2407709,3849516,6909426,7979735,7537165,164186,673157,812996,761354,728515,1592927,1610655,1083092,1295871,991697,472339,190200,14439,167
Belarus,1990,10428527,150407,815332,2412465,3849131,6911721,8015897,7573447,159422,664925,825192,771941,731493,1554384,1644404,1089786,1276512,1045180,463579,195425,15134,165
Belarus,1991,10457619,140043,784386,2406280,3845079,6909324,8051174,7606674,149647,644343,837868,784026,733460,1517132,1679364,1107031,1249825,1086708,461256,200397,16001,165
Belarus,1992,10475912,132618,746640,2389450,3837251,6903494,8086300,7637117,139283,614022,845995,796815,737968,1483728,1707619,1143343,1212431,1112203,468219,203937,16852,162
Belarus,1993,10480485,125025,705901,2360442,3823621,6895169,8119884,7662951,131802,580876,843872,810669,747814,1456330,1723313,1200212,1165484,1119664,484543,205019,17505,159
Belarus,1994,10475397,116091,661191,2319149,3799047,6887476,8156089,7689720,124201,545100,833619,824339,759753,1440611,1720429,1270949,1117521,1114928,509327,204326,18245,159
Belarus,1995,10461694,107850,617990,2267614,3762019,6882444,8193918,7720169,115299,510140,813786,835838,771518,1436244,1699773,1345630,1070802,1108499,541193,201122,19137,162
Belarus,1996,10436455,100832,578164,2206768,3714765,6881783,8229521,7751437,107082,477332,780424,848180,783113,1438550,1669288,1410571,1028974,1105976,578922,194203,19924,166
Belarus,1997,10400926,95337,540564,2136070,3660176,6888161,8264684,7781857,100135,445227,739759,855747,794630,1446661,1632144,1460026,999421,1104585,621073,185581,20563,172
Belarus,1998,10357472,93798,509381,2057483,3603676,6903313,8299807,7807815,94757,415583,696344,851758,807030,1459447,1589931,1496901,984569,1098939,663801,178012,21177,182
Belarus,1999,10308281,95624,489231,1977662,3546099,6921648,8330424,7828171,93284,393607,649529,838902,818327,1471270,1547750,1525665,983919,1086047,702516,173158,21772,195
Belarus,2000,10256489,96287,478157,1899169,3486000,6934165,8357107,7849780,95103,381870,604587,816425,827059,1479154,1506625,1555179,993062,1066525,735064,171946,22493,213
Belarus,2001,10201212,95623,473403,1817393,3422989,6940125,8383581,7874684,95763,377780,563460,780530,837019,1485618,1466264,1585049,1012445,1040934,758562,174495,23195,238
Belarus,2002,10135391,93566,471593,1734364,3354163,6937252,8400771,7892862,95098,378027,525676,737095,841803,1496052,1428427,1607325,1048968,1004735,769329,180641,23491,256
Belarus,2003,10065881,92440,469827,1656292,3279984,6928160,8409321,7906815,93097,377387,495390,691075,834981,1513598,1395924,1616304,1103861,961182,768724,191148,23599,268
Belarus,2004,9999713,92845,466922,1586006,3204199,6919046,8413424,7925242,92085,374077,476450,642634,820488,1531035,1375519,1606202,1171793,918115,761564,205189,23519,283
Belarus,2005,9935166,93764,464692,1528120,3129992,6908069,8406748,7942635,92632,370928,466672,596756,796985,1545905,1365977,1579983,1241681,877825,754513,220869,23010,298
Belarus,2006,9874700,95871,465664,1484012,3058966,6897573,8390373,7955073,93722,369793,463040,555308,761095,1562578,1362228,1546384,1299578,846287,752412,237637,22174,315
Belarus,2007,9825990,100481,473628,1454215,2989374,6895191,8371439,7965921,95996,373147,461944,518643,718054,1576406,1364744,1507835,1343709,829039,754239,255982,21431,336
Belarus,2008,9787829,105385,487763,1439506,2921262,6897379,8347956,7969981,100704,382378,460786,490957,672466,1581391,1373148,1466140,1377432,826638,754965,274673,21103,367
Belarus,2009,9757710,110287,506213,1440435,2861404,6896139,8316874,7964972,105567,395926,459143,475079,625552,1577822,1381954,1427924,1403851,836845,750183,291395,21348,401
Belarus,2010,9731426,112075,524952,1452411,2807344,6884975,8278583,7952295,110311,412877,458763,468696,581554,1565087,1388920,1393472,1430969,853012,738985,304394,22190,432
Belarus,2011,9706983,111261,540133,1470411,2752127,6856424,8236104,7932923,111963,428872,461714,468564,542087,1542952,1397582,1360788,1457190,876820,721721,313219,23745,468
Belarus,2012,9693754,114566,553720,1495552,2702535,6813663,8197687,7911799,111118,439154,471380,470452,507875,1507836,1415337,1331300,1477441,914933,697611,319129,26225,515
Belarus,2013,9691143,118688,566536,1524673,2663522,6763623,8165909,7888667,114365,447848,486577,471560,482592,1459218,1442098,1307766,1486564,966927,669294,321944,29506,561
Belarus,2014,9693741,119916,576008,1553200,2633416,6712252,8139943,7863043,118345,456092,505357,471835,468308,1403055,1467417,1297187,1477839,1029028,641145,322529,33435,598
Belarus,2015,9700609,119700,583761,1579915,2613412,6666969,8120068,7838375,119400,464061,523984,472170,463950,1340484,1491251,1297343,1455632,1092369,616570,324679,37790,626
Belarus,2016,9708111,117675,589967,1604059,2601721,6625507,8103407,7816972,118975,472292,539294,474798,466474,1269800,1517944,1302372,1428247,1144779,601122,330435,42234,645
Belarus,2017,9707874,108895,583523,1620935,2589429,6581931,8086278,7798906,116624,474628,553328,484084,470351,1197361,1541586,1312654,1396739,1185472,597098,338355,46662,661
Belarus,2018,9695573,97647,561362,1626810,2572945,6533884,8068074,7782841,107695,463715,566658,498790,472446,1131478,1555525,1327828,1362833,1217767,604019,345249,50929,689
Belarus,2019,9673971,92407,532770,1626445,2558790,6478821,8046779,7764083,96615,440363,576872,516803,473175,1073794,1560289,1342189,1333254,1242593,618984,347816,54685,747
Belarus,2020,9633745,90473,502872,1622295,2550054,6416801,8010633,7726891,91562,412399,585165,534258,473012,1027104,1555215,1353321,1306774,1264519,633100,341022,56566,817
Belarus,2021,9578172,88439,473713,1612996,2544923,6353249,7964272,7675837,89727,385274,590938,548345,474450,991005,1538500,1365720,1280626,1283198,647777,326361,56635,904
Belgium,1950,8617340,140912,693935,1807430,3085856,5859627,6809884,6448932,140507,553023,542160,571335,623290,1347379,1092992,1298897,1074174,787848,462265,116513,6526,26
Belgium,1951,8655405,138916,699378,1830826,3088849,5861148,6824547,6473980,139063,560462,575445,556003,604699,1338850,1103575,1290462,1097806,792801,469720,119843,6791,32
Belgium,1952,8695589,139213,696038,1854937,3096521,5863783,6840615,6495452,137419,556825,619673,539226,589023,1330661,1111788,1280305,1122107,797572,478336,123868,6955,37
Belgium,1953,8740418,141687,696192,1879669,3109020,5869996,6860708,6515437,138050,554505,652086,531391,581336,1317797,1118065,1274180,1143046,804027,485702,129249,7306,41
Belgium,1954,8787230,143667,698776,1906470,3124485,5876782,6880715,6532596,140655,555109,674576,533118,578848,1299952,1126972,1266527,1161121,813315,491897,134280,7803,45
Belgium,1955,8834527,144894,704096,1941824,3139429,5876384,6892658,6548850,142668,559202,693097,544631,572347,1280840,1145843,1247864,1177183,824188,497401,138802,8190,45
Belgium,1956,8881499,145603,711744,1989201,3154043,5864496,6892254,6566057,144018,566141,699434,578023,557460,1261965,1182250,1211042,1187844,838794,501489,142881,8529,44
